symbol,price,open,change,pct_change,high,low,prev_close,time_unix,time_iso
AAPL,268.0908,269.99,0.6308,0.2358,270.71,265.32,267.46,1763498558,2025-11-18T20:42:38+00:00
AAPL,268.0908,269.99,0.6308,0.2358,270.71,265.32,267.46,1763498558,2025-11-18T20:42:38+00:00
AAPL,268.05,269.99,0.59,0.2206,270.71,265.32,267.46,1763498609,2025-11-18T20:43:29+00:00
AAPL,268.05,269.99,0.59,0.2206,270.71,265.32,267.46,1763498609,2025-11-18T20:43:29+00:00
AAPL,268.05,269.99,0.59,0.2206,270.71,265.32,267.46,1763498609,2025-11-18T20:43:29+00:00
AAPL,268.04,269.99,0.58,0.2169,270.71,265.32,267.46,1763498658,2025-11-18T20:44:18+00:00
AAPL,268.04,269.99,0.58,0.2169,270.71,265.32,267.46,1763498658,2025-11-18T20:44:18+00:00
AAPL,268.04,269.99,0.58,0.2169,270.71,265.32,267.46,1763498658,2025-11-18T20:44:18+00:00
AAPL,267.92,269.99,0.46,0.172,270.71,265.32,267.46,1763498708,2025-11-18T20:45:08+00:00
AAPL,267.92,269.99,0.46,0.172,270.71,265.32,267.46,1763498708,2025-11-18T20:45:08+00:00
AAPL,267.92,269.99,0.46,0.172,270.71,265.32,267.46,1763498708,2025-11-18T20:45:08+00:00
AAPL,267.92,269.99,0.46,0.172,270.71,265.32,267.46,1763498757,2025-11-18T20:45:57+00:00
AAPL,267.92,269.99,0.46,0.172,270.71,265.32,267.46,1763498757,2025-11-18T20:45:57+00:00
AAPL,267.93,269.99,0.47,0.1757,270.71,265.32,267.46,1763498789,2025-11-18T20:46:29+00:00
AAPL,267.93,269.99,0.47,0.1757,270.71,265.32,267.46,1763498789,2025-11-18T20:46:29+00:00
AAPL,267.93,269.99,0.47,0.1757,270.71,265.32,267.46,1763498789,2025-11-18T20:46:29+00:00
AAPL,267.64,269.99,0.18,0.0673,270.71,265.32,267.46,1763498840,2025-11-18T20:47:20+00:00
AAPL,267.64,269.99,0.18,0.0673,270.71,265.32,267.46,1763498840,2025-11-18T20:47:20+00:00
AAPL,267.64,269.99,0.18,0.0673,270.71,265.32,267.46,1763498840,2025-11-18T20:47:20+00:00
AAPL,267.64,269.99,0.18,0.0673,270.71,265.32,267.46,1763498840,2025-11-18T20:47:20+00:00
AAPL,267.82,269.99,0.36,0.1346,270.71,265.32,267.46,1763498889,2025-11-18T20:48:09+00:00
AAPL,267.82,269.99,0.36,0.1346,270.71,265.32,267.46,1763498889,2025-11-18T20:48:09+00:00
AAPL,267.82,269.99,0.36,0.1346,270.71,265.32,267.46,1763498889,2025-11-18T20:48:09+00:00
AAPL,267.86,269.99,0.4,0.1496,270.71,265.32,267.46,1763498942,2025-11-18T20:49:02+00:00
AAPL,267.86,269.99,0.4,0.1496,270.71,265.32,267.46,1763498942,2025-11-18T20:49:02+00:00
AAPL,267.86,269.99,0.4,0.1496,270.71,265.32,267.46,1763498942,2025-11-18T20:49:02+00:00
AAPL,267.86,269.99,0.4,0.1496,270.71,265.32,267.46,1763498991,2025-11-18T20:49:51+00:00
AAPL,267.86,269.99,0.4,0.1496,270.71,265.32,267.46,1763498991,2025-11-18T20:49:51+00:00
AAPL,267.86,269.99,0.4,0.1496,270.71,265.32,267.46,1763498991,2025-11-18T20:49:51+00:00
AAPL,267.86,269.99,0.4,0.1496,270.71,265.32,267.46,1763498991,2025-11-18T20:49:51+00:00
AAPL,274.07,269.55,5.51,2.0517,275.43,269.55,268.56,1763653449,2025-11-20T15:44:09+00:00
AAPL,274.07,269.55,5.51,2.0517,275.43,269.55,268.56,1763653449,2025-11-20T15:44:09+00:00
AAPL,274.07,269.55,5.51,2.0517,275.43,269.55,268.56,1763653498,2025-11-20T15:44:58+00:00
AAPL,273.63,269.55,5.07,1.8878,275.43,269.55,268.56,1763653677,2025-11-20T15:47:57+00:00
AAPL,273.75,269.55,5.19,1.9325,275.43,269.55,268.56,1763653730,2025-11-20T15:48:50+00:00
AAPL,273.75,269.55,5.19,1.9325,275.43,269.55,268.56,1763653730,2025-11-20T15:48:50+00:00
AAPL,273.75,269.55,5.19,1.9325,275.43,269.55,268.56,1763653730,2025-11-20T15:48:50+00:00
AAPL,273.51,269.55,4.95,1.8432,275.43,269.55,268.56,1763653778,2025-11-20T15:49:38+00:00
AAPL,273.51,269.55,4.95,1.8432,275.43,269.55,268.56,1763653778,2025-11-20T15:49:38+00:00
AAPL,273.51,269.55,4.95,1.8432,275.43,269.55,268.56,1763653778,2025-11-20T15:49:38+00:00
AAPL,273.54,269.55,4.98,1.8543,275.43,269.55,268.56,1763653828,2025-11-20T15:50:28+00:00
AAPL,273.54,269.55,4.98,1.8543,275.43,269.55,268.56,1763653828,2025-11-20T15:50:28+00:00
AAPL,273.54,269.55,4.98,1.8543,275.43,269.55,268.56,1763653828,2025-11-20T15:50:28+00:00
AAPL,273.54,269.55,4.98,1.8543,275.43,269.55,268.56,1763653828,2025-11-20T15:50:28+00:00
AAPL,273.54,269.55,4.98,1.8543,275.43,269.55,268.56,1763653879,2025-11-20T15:51:19+00:00
AAPL,273.54,269.55,4.98,1.8543,275.43,269.55,268.56,1763653879,2025-11-20T15:51:19+00:00
AAPL,273.37,269.55,4.81,1.791,275.43,269.55,268.56,1763653927,2025-11-20T15:52:07+00:00
AAPL,273.37,269.55,4.81,1.791,275.43,269.55,268.56,1763653927,2025-11-20T15:52:07+00:00
AAPL,273.37,269.55,4.81,1.791,275.43,269.55,268.56,1763653927,2025-11-20T15:52:07+00:00
AAPL,273.37,269.55,4.81,1.791,275.43,269.55,268.56,1763653978,2025-11-20T15:52:58+00:00
AAPL,273.37,269.55,4.81,1.791,275.43,269.55,268.56,1763653978,2025-11-20T15:52:58+00:00
AAPL,273.51,269.55,4.95,1.8432,275.43,269.55,268.56,1763654012,2025-11-20T15:53:32+00:00
AAPL,273.51,269.55,4.95,1.8432,275.43,269.55,268.56,1763654012,2025-11-20T15:53:32+00:00
AAPL,273.51,269.55,4.95,1.8432,275.43,269.55,268.56,1763654012,2025-11-20T15:53:32+00:00
AAPL,273.392,269.55,4.832,1.7992,275.43,269.55,268.56,1763654062,2025-11-20T15:54:22+00:00
AAPL,273.392,269.55,4.832,1.7992,275.43,269.55,268.56,1763654062,2025-11-20T15:54:22+00:00
AAPL,273.392,269.55,4.832,1.7992,275.43,269.55,268.56,1763654062,2025-11-20T15:54:22+00:00
AAPL,273.31,269.55,4.75,1.7687,275.43,269.55,268.56,1763654111,2025-11-20T15:55:11+00:00
AAPL,273.31,269.55,4.75,1.7687,275.43,269.55,268.56,1763654111,2025-11-20T15:55:11+00:00
AAPL,273.31,269.55,4.75,1.7687,275.43,269.55,268.56,1763654111,2025-11-20T15:55:11+00:00
AAPL,273.4,269.55,4.84,1.8022,275.43,269.55,268.56,1763654161,2025-11-20T15:56:01+00:00
AAPL,273.4,269.55,4.84,1.8022,275.43,269.55,268.56,1763654161,2025-11-20T15:56:01+00:00
AAPL,273.4,269.55,4.84,1.8022,275.43,269.55,268.56,1763654161,2025-11-20T15:56:01+00:00
AAPL,273.4,269.55,4.84,1.8022,275.43,269.55,268.56,1763654161,2025-11-20T15:56:01+00:00
AAPL,273.4,269.55,4.84,1.8022,275.43,269.55,268.56,1763654211,2025-11-20T15:56:51+00:00
AAPL,273.4,269.55,4.84,1.8022,275.43,269.55,268.56,1763654211,2025-11-20T15:56:51+00:00
AAPL,273.4,269.55,4.84,1.8022,275.43,269.55,268.56,1763654211,2025-11-20T15:56:51+00:00
AAPL,273.3836,269.55,4.8236,1.7961,275.43,269.55,268.56,1763654261,2025-11-20T15:57:41+00:00
AAPL,273.3836,269.55,4.8236,1.7961,275.43,269.55,268.56,1763654261,2025-11-20T15:57:41+00:00
AAPL,273.3836,269.55,4.8236,1.7961,275.43,269.55,268.56,1763654261,2025-11-20T15:57:41+00:00
AAPL,273.605,269.55,5.045,1.8785,275.43,269.55,268.56,1763654310,2025-11-20T15:58:30+00:00
AAPL,273.605,269.55,5.045,1.8785,275.43,269.55,268.56,1763654310,2025-11-20T15:58:30+00:00
AAPL,273.45,269.55,4.89,1.8208,275.43,269.55,268.56,1763654343,2025-11-20T15:59:03+00:00
AAPL,273.45,269.55,4.89,1.8208,275.43,269.55,268.56,1763654343,2025-11-20T15:59:03+00:00
AAPL,273.45,269.55,4.89,1.8208,275.43,269.55,268.56,1763654343,2025-11-20T15:59:03+00:00
AAPL,273.45,269.55,4.89,1.8208,275.43,269.55,268.56,1763654393,2025-11-20T15:59:53+00:00
AAPL,273.45,269.55,4.89,1.8208,275.43,269.55,268.56,1763654393,2025-11-20T15:59:53+00:00
AAPL,273.45,269.55,4.89,1.8208,275.43,269.55,268.56,1763654393,2025-11-20T15:59:53+00:00
AAPL,273.54,269.55,4.98,1.8543,275.43,269.55,268.56,1763654443,2025-11-20T16:00:43+00:00
AAPL,273.54,269.55,4.98,1.8543,275.43,269.55,268.56,1763654443,2025-11-20T16:00:43+00:00
AAPL,273.54,269.55,4.98,1.8543,275.43,269.55,268.56,1763654443,2025-11-20T16:00:43+00:00
AAPL,273.54,269.55,4.98,1.8543,275.43,269.55,268.56,1763654443,2025-11-20T16:00:43+00:00
AAPL,273.2902,269.55,4.7302,1.7613,275.43,269.55,268.56,1763654493,2025-11-20T16:01:33+00:00
AAPL,273.2902,269.55,4.7302,1.7613,275.43,269.55,268.56,1763654493,2025-11-20T16:01:33+00:00
AAPL,273.2902,269.55,4.7302,1.7613,275.43,269.55,268.56,1763654493,2025-11-20T16:01:33+00:00
AAPL,272.79,269.55,4.23,1.5751,275.43,269.55,268.56,1763655010,2025-11-20T16:10:10+00:00
AAPL,272.79,269.55,4.23,1.5751,275.43,269.55,268.56,1763655010,2025-11-20T16:10:10+00:00
AAPL,272.79,269.55,4.23,1.5751,275.43,269.55,268.56,1763655010,2025-11-20T16:10:10+00:00
AAPL,272.79,269.55,4.23,1.5751,275.43,269.55,268.56,1763655010,2025-11-20T16:10:10+00:00
AAPL,272.79,269.55,4.23,1.5751,275.43,269.55,268.56,1763655058,2025-11-20T16:10:58+00:00
AAPL,272.79,269.55,4.23,1.5751,275.43,269.55,268.56,1763655058,2025-11-20T16:10:58+00:00
AAPL,272.79,269.55,4.23,1.5751,275.43,269.55,268.56,1763655058,2025-11-20T16:10:58+00:00
AAPL,272.78,269.55,4.22,1.5713,275.43,269.55,268.56,1763655108,2025-11-20T16:11:48+00:00
AAPL,272.78,269.55,4.22,1.5713,275.43,269.55,268.56,1763655108,2025-11-20T16:11:48+00:00
AAPL,272.78,269.55,4.22,1.5713,275.43,269.55,268.56,1763655108,2025-11-20T16:11:48+00:00
AAPL,272.91,269.55,4.35,1.6197,275.43,269.55,268.56,1763655159,2025-11-20T16:12:39+00:00
AAPL,272.91,269.55,4.35,1.6197,275.43,269.55,268.56,1763655159,2025-11-20T16:12:39+00:00
AAPL,272.5901,269.55,4.0301,1.5006,275.43,269.55,268.56,1763655209,2025-11-20T16:13:29+00:00
AAPL,272.5901,269.55,4.0301,1.5006,275.43,269.55,268.56,1763655209,2025-11-20T16:13:29+00:00
AAPL,272.5901,269.55,4.0301,1.5006,275.43,269.55,268.56,1763655209,2025-11-20T16:13:29+00:00
AAPL,272.5901,269.55,4.0301,1.5006,275.43,269.55,268.56,1763655209,2025-11-20T16:13:29+00:00
AAPL,272.6748,269.55,4.1148,1.5322,275.43,269.55,268.56,1763655259,2025-11-20T16:14:19+00:00
AAPL,272.6748,269.55,4.1148,1.5322,275.43,269.55,268.56,1763655259,2025-11-20T16:14:19+00:00
AAPL,272.6748,269.55,4.1148,1.5322,275.43,269.55,268.56,1763655259,2025-11-20T16:14:19+00:00
AAPL,272.4447,269.55,3.8847,1.4465,275.43,269.55,268.56,1763655309,2025-11-20T16:15:09+00:00
AAPL,272.4447,269.55,3.8847,1.4465,275.43,269.55,268.56,1763655309,2025-11-20T16:15:09+00:00
AAPL,272.4447,269.55,3.8847,1.4465,275.43,269.55,268.56,1763655342,2025-11-20T16:15:42+00:00
AAPL,272.4447,269.55,3.8847,1.4465,275.43,269.55,268.56,1763655342,2025-11-20T16:15:42+00:00
AAPL,272.4447,269.55,3.8847,1.4465,275.43,269.55,268.56,1763655342,2025-11-20T16:15:42+00:00
AAPL,272.33,269.55,3.77,1.4038,275.43,269.55,268.56,1763655391,2025-11-20T16:16:31+00:00
AAPL,272.33,269.55,3.77,1.4038,275.43,269.55,268.56,1763655391,2025-11-20T16:16:31+00:00
AAPL,272.33,269.55,3.77,1.4038,275.43,269.55,268.56,1763655391,2025-11-20T16:16:31+00:00
AAPL,272.33,269.55,3.77,1.4038,275.43,269.55,268.56,1763655391,2025-11-20T16:16:31+00:00
AAPL,272.31,269.55,3.75,1.3963,275.43,269.55,268.56,1763655441,2025-11-20T16:17:21+00:00
AAPL,272.31,269.55,3.75,1.3963,275.43,269.55,268.56,1763655441,2025-11-20T16:17:21+00:00
AAPL,272.31,269.55,3.75,1.3963,275.43,269.55,268.56,1763655441,2025-11-20T16:17:21+00:00
AAPL,272.34,269.55,3.78,1.4075,275.43,269.55,268.56,1763655491,2025-11-20T16:18:11+00:00
AAPL,272.34,269.55,3.78,1.4075,275.43,269.55,268.56,1763655491,2025-11-20T16:18:11+00:00
AAPL,272.34,269.55,3.78,1.4075,275.43,269.55,268.56,1763655491,2025-11-20T16:18:11+00:00
AAPL,272.34,269.55,3.78,1.4075,275.43,269.55,268.56,1763655540,2025-11-20T16:19:00+00:00
AAPL,272.34,269.55,3.78,1.4075,275.43,269.55,268.56,1763655540,2025-11-20T16:19:00+00:00
AAPL,272.34,269.55,3.78,1.4075,275.43,269.55,268.56,1763655540,2025-11-20T16:19:00+00:00
AAPL,272.12,269.55,3.56,1.3256,275.43,269.55,268.56,1763655589,2025-11-20T16:19:49+00:00
AAPL,272.12,269.55,3.56,1.3256,275.43,269.55,268.56,1763655589,2025-11-20T16:19:49+00:00
AAPL,272.12,269.55,3.56,1.3256,275.43,269.55,268.56,1763655589,2025-11-20T16:19:49+00:00
AAPL,272.07,269.55,3.51,1.307,275.43,269.55,268.56,1763655637,2025-11-20T16:20:37+00:00
AAPL,272.07,269.55,3.51,1.307,275.43,269.55,268.56,1763655637,2025-11-20T16:20:37+00:00
AAPL,272.07,269.55,3.51,1.307,275.43,269.55,268.56,1763655637,2025-11-20T16:20:37+00:00
AAPL,272.05,269.55,3.49,1.2995,275.43,269.55,268.56,1763655672,2025-11-20T16:21:12+00:00
AAPL,272.05,269.55,3.49,1.2995,275.43,269.55,268.56,1763655672,2025-11-20T16:21:12+00:00
AAPL,272.05,269.55,3.49,1.2995,275.43,269.55,268.56,1763655672,2025-11-20T16:21:12+00:00
AAPL,272.11,269.55,3.55,1.3219,275.43,269.55,268.56,1763655723,2025-11-20T16:22:03+00:00
AAPL,272.11,269.55,3.55,1.3219,275.43,269.55,268.56,1763655723,2025-11-20T16:22:03+00:00
AAPL,272.11,269.55,3.55,1.3219,275.43,269.55,268.56,1763655723,2025-11-20T16:22:03+00:00
AAPL,272.11,269.55,3.55,1.3219,275.43,269.55,268.56,1763655772,2025-11-20T16:22:52+00:00
AAPL,272.11,269.55,3.55,1.3219,275.43,269.55,268.56,1763655772,2025-11-20T16:22:52+00:00
AAPL,272.11,269.55,3.55,1.3219,275.43,269.55,268.56,1763655772,2025-11-20T16:22:52+00:00
AAPL,272.03,269.55,3.47,1.2921,275.43,269.55,268.56,1763655822,2025-11-20T16:23:42+00:00
AAPL,272.03,269.55,3.47,1.2921,275.43,269.55,268.56,1763655822,2025-11-20T16:23:42+00:00
AAPL,272.03,269.55,3.47,1.2921,275.43,269.55,268.56,1763655822,2025-11-20T16:23:42+00:00
AAPL,271.9,269.55,3.34,1.2437,275.43,269.55,268.56,1763655871,2025-11-20T16:24:31+00:00
AAPL,271.9,269.55,3.34,1.2437,275.43,269.55,268.56,1763655871,2025-11-20T16:24:31+00:00
AAPL,271.9,269.55,3.34,1.2437,275.43,269.55,268.56,1763655871,2025-11-20T16:24:31+00:00
AAPL,271.9,269.55,3.34,1.2437,275.43,269.55,268.56,1763655871,2025-11-20T16:24:31+00:00
AAPL,271.91,269.55,3.35,1.2474,275.43,269.55,268.56,1763655922,2025-11-20T16:25:22+00:00
AAPL,271.91,269.55,3.35,1.2474,275.43,269.55,268.56,1763655922,2025-11-20T16:25:22+00:00
AAPL,271.91,269.55,3.35,1.2474,275.43,269.55,268.56,1763655922,2025-11-20T16:25:22+00:00
AAPL,272.34,269.55,3.78,1.4075,275.43,269.55,268.56,1763655972,2025-11-20T16:26:12+00:00
AAPL,272.34,269.55,3.78,1.4075,275.43,269.55,268.56,1763655972,2025-11-20T16:26:12+00:00
AAPL,272.34,269.55,3.78,1.4075,275.43,269.55,268.56,1763656005,2025-11-20T16:26:45+00:00
AAPL,272.34,269.55,3.78,1.4075,275.43,269.55,268.56,1763656005,2025-11-20T16:26:45+00:00
AAPL,272.34,269.55,3.78,1.4075,275.43,269.55,268.56,1763656005,2025-11-20T16:26:45+00:00
AAPL,272.22,269.55,3.66,1.3628,275.43,269.55,268.56,1763656056,2025-11-20T16:27:36+00:00
AAPL,272.22,269.55,3.66,1.3628,275.43,269.55,268.56,1763656056,2025-11-20T16:27:36+00:00
AAPL,272.22,269.55,3.66,1.3628,275.43,269.55,268.56,1763656056,2025-11-20T16:27:36+00:00
AAPL,272.22,269.55,3.66,1.3628,275.43,269.55,268.56,1763656056,2025-11-20T16:27:36+00:00
AAPL,272.3,269.55,3.74,1.3926,275.43,269.55,268.56,1763656105,2025-11-20T16:28:25+00:00
AAPL,272.3,269.55,3.74,1.3926,275.43,269.55,268.56,1763656105,2025-11-20T16:28:25+00:00
AAPL,272.3,269.55,3.74,1.3926,275.43,269.55,268.56,1763656105,2025-11-20T16:28:25+00:00
AAPL,272.16,269.55,3.6,1.3405,275.43,269.55,268.56,1763656155,2025-11-20T16:29:15+00:00
AAPL,272.16,269.55,3.6,1.3405,275.43,269.55,268.56,1763656155,2025-11-20T16:29:15+00:00
AAPL,271.66,269.55,3.1,1.1543,275.43,269.55,268.56,1763656205,2025-11-20T16:30:05+00:00
AAPL,271.66,269.55,3.1,1.1543,275.43,269.55,268.56,1763656205,2025-11-20T16:30:05+00:00
AAPL,271.66,269.55,3.1,1.1543,275.43,269.55,268.56,1763656205,2025-11-20T16:30:05+00:00
AAPL,271.66,269.55,3.1,1.1543,275.43,269.55,268.56,1763656205,2025-11-20T16:30:05+00:00
AAPL,271.66,269.55,3.1,1.1543,275.43,269.55,268.56,1763656254,2025-11-20T16:30:54+00:00
AAPL,271.66,269.55,3.1,1.1543,275.43,269.55,268.56,1763656254,2025-11-20T16:30:54+00:00
AAPL,271.66,269.55,3.1,1.1543,275.43,269.55,268.56,1763656254,2025-11-20T16:30:54+00:00
AAPL,271.66,269.55,3.1,1.1543,275.43,269.55,268.56,1763656305,2025-11-20T16:31:45+00:00
AAPL,271.66,269.55,3.1,1.1543,275.43,269.55,268.56,1763656305,2025-11-20T16:31:45+00:00
AAPL,271.66,269.55,3.1,1.1543,275.43,269.55,268.56,1763656305,2025-11-20T16:31:45+00:00
AAPL,271.37,269.55,2.81,1.0463,275.43,269.55,268.56,1763656339,2025-11-20T16:32:19+00:00
AAPL,271.37,269.55,2.81,1.0463,275.43,269.55,268.56,1763656339,2025-11-20T16:32:19+00:00
AAPL,271.38,269.55,2.82,1.05,275.43,269.55,268.56,1763656390,2025-11-20T16:33:10+00:00
AAPL,271.38,269.55,2.82,1.05,275.43,269.55,268.56,1763656390,2025-11-20T16:33:10+00:00
AAPL,271.38,269.55,2.82,1.05,275.43,269.55,268.56,1763656390,2025-11-20T16:33:10+00:00
AAPL,271.38,269.55,2.82,1.05,275.43,269.55,268.56,1763656390,2025-11-20T16:33:10+00:00
AAPL,271.38,269.55,2.82,1.05,275.43,269.55,268.56,1763656440,2025-11-20T16:34:00+00:00
AAPL,271.38,269.55,2.82,1.05,275.43,269.55,268.56,1763656440,2025-11-20T16:34:00+00:00
AAPL,271.38,269.55,2.82,1.05,275.43,269.55,268.56,1763656440,2025-11-20T16:34:00+00:00
AAPL,271.4415,269.55,2.8815,1.0729,275.43,269.55,268.56,1763656489,2025-11-20T16:34:49+00:00
AAPL,271.4415,269.55,2.8815,1.0729,275.43,269.55,268.56,1763656489,2025-11-20T16:34:49+00:00
AAPL,271.4415,269.55,2.8815,1.0729,275.43,269.55,268.56,1763656489,2025-11-20T16:34:49+00:00
AAPL,271.23,269.55,2.67,0.9942,275.43,269.55,268.56,1763656538,2025-11-20T16:35:38+00:00
AAPL,271.23,269.55,2.67,0.9942,275.43,269.55,268.56,1763656538,2025-11-20T16:35:38+00:00
AAPL,271.23,269.55,2.67,0.9942,275.43,269.55,268.56,1763656538,2025-11-20T16:35:38+00:00
AAPL,271.23,269.55,2.67,0.9942,275.43,269.55,268.56,1763656538,2025-11-20T16:35:38+00:00
AAPL,271.12,269.55,2.56,0.9532,275.43,269.55,268.56,1763656588,2025-11-20T16:36:28+00:00
AAPL,271.205,269.55,2.645,0.9849,275.43,269.55,268.56,1763656636,2025-11-20T16:37:16+00:00
AAPL,271.205,269.55,2.645,0.9849,275.43,269.55,268.56,1763656672,2025-11-20T16:37:52+00:00
AAPL,271.205,269.55,2.645,0.9849,275.43,269.55,268.56,1763656672,2025-11-20T16:37:52+00:00
AAPL,271.205,269.55,2.645,0.9849,275.43,269.55,268.56,1763656672,2025-11-20T16:37:52+00:00
AAPL,271.205,269.55,2.645,0.9849,275.43,269.55,268.56,1763656672,2025-11-20T16:37:52+00:00
AAPL,271.14,269.55,2.58,0.9607,275.43,269.55,268.56,1763656722,2025-11-20T16:38:42+00:00
AAPL,271.14,269.55,2.58,0.9607,275.43,269.55,268.56,1763656722,2025-11-20T16:38:42+00:00
AAPL,271.14,269.55,2.58,0.9607,275.43,269.55,268.56,1763656722,2025-11-20T16:38:42+00:00
AAPL,271.14,269.55,2.58,0.9607,275.43,269.55,268.56,1763656722,2025-11-20T16:38:42+00:00
AAPL,271.14,269.55,2.58,0.9607,275.43,269.55,268.56,1763656722,2025-11-20T16:38:42+00:00
AAPL,271.14,269.55,2.58,0.9607,275.43,269.55,268.56,1763656722,2025-11-20T16:38:42+00:00
AAPL,271.14,269.55,2.58,0.9607,275.43,269.55,268.56,1763656722,2025-11-20T16:38:42+00:00
AAPL,271.055,269.55,2.495,0.929,275.43,269.55,268.56,1763656772,2025-11-20T16:39:32+00:00
AAPL,271.055,269.55,2.495,0.929,275.43,269.55,268.56,1763656772,2025-11-20T16:39:32+00:00
AAPL,271.055,269.55,2.495,0.929,275.43,269.55,268.56,1763656772,2025-11-20T16:39:32+00:00
AAPL,271.055,269.55,2.495,0.929,275.43,269.55,268.56,1763656772,2025-11-20T16:39:32+00:00
AAPL,271.055,269.55,2.495,0.929,275.43,269.55,268.56,1763656772,2025-11-20T16:39:32+00:00
AAPL,271.055,269.55,2.495,0.929,275.43,269.55,268.56,1763656772,2025-11-20T16:39:32+00:00
